iter	Logloss
519	0.2872676781
520	0.2871856598
521	0.2871278657
522	0.286972405
523	0.2868581193
524	0.2867858698
525	0.2867224944
526	0.2866524543
527	0.2865924508
528	0.2864650609
529	0.2863835843
530	0.2863258541
531	0.2861845506
532	0.2860764365
533	0.286026987
534	0.2859018795
535	0.2857823868
536	0.2857239476
537	0.285613965
538	0.2855620078
539	0.2854175027
540	0.2853681993
541	0.2851930427
542	0.2850912708
543	0.2849813765
544	0.2848501308
545	0.28477251
546	0.284738937
547	0.2846295022
548	0.2845546599
549	0.2844884969
550	0.2844017799
551	0.2843215845
552	0.284204566
553	0.2841125111
554	0.2840246285
555	0.2839364112
556	0.2838980207
557	0.2838281145
558	0.2837023376
559	0.2836223217
560	0.28349044
561	0.283432162
562	0.28332144
563	0.2832808919
564	0.2832019047
565	0.2831080969
566	0.2830479412
567	0.2829808896
568	0.2828697202
569	0.2827585781
570	0.2826880998
571	0.2825881173
572	0.2825170151
573	0.282443384
574	0.2824057361
575	0.2823449779
576	0.2822636261
577	0.2821908927
578	0.2821270882
579	0.2820397565
580	0.281931119
581	0.2818383855
582	0.281782609
583	0.2817190693
584	0.2816569781
585	0.2815588977
586	0.2815120988
587	0.2814211273
588	0.2813534761
589	0.2812706301
590	0.2811797164
591	0.2811008601
592	0.2810742135
593	0.280998796
594	0.2809139475
595	0.2806341158
596	0.2805583971
597	0.2805233816
598	0.2804665339
599	0.28041227
600	0.2802829811
601	0.2802266569
602	0.2801320274
603	0.2800249968
604	0.2799276467
605	0.2798314895
606	0.2797238381
607	0.2796123461
608	0.2795569196
609	0.2794138966
610	0.2792934057
611	0.2792259067
612	0.2791240374
613	0.2790336015
614	0.2789532631
615	0.2787973703
616	0.2787402913
617	0.2786240762
618	0.278584925
619	0.2784411473
620	0.2783878541
621	0.278278538
622	0.2782028588
623	0.2781000735
624	0.2779781888
625	0.2779150812
626	0.2778564502
627	0.2778020523
628	0.2777434365
629	0.2776304777
630	0.2774651265
631	0.2774006859
632	0.277304054
633	0.2772124161
634	0.2771647438
635	0.2770690705
636	0.2770090061
637	0.2769588201
638	0.2769072829
639	0.276816214
640	0.2767471447
641	0.2766511611
642	0.2765690058
643	0.276486808
644	0.27646154
645	0.2763812168
646	0.276250315
647	0.2761713887
648	0.2760770757
649	0.2760161654
650	0.2759385385
651	0.2758140305
652	0.2757699645
653	0.275708978
654	0.2755257356
655	0.2754511276
656	0.2754207683
657	0.2753048514
658	0.2751661437
659	0.275105988
660	0.2750359053
661	0.2749790364
662	0.2749365132
663	0.2748529794
664	0.2747828298
665	0.2747129083
666	0.2746634466
667	0.2745806128
668	0.2744697446
669	0.2743791444
670	0.2743350418
671	0.2742304366
672	0.2741079159
673	0.274050414
674	0.2739822576
675	0.2739253552
676	0.2738464349
677	0.2737584763
678	0.2736809133
679	0.2736168136
680	0.2735430547
681	0.2734929021
682	0.2734549134
683	0.2733564647
684	0.273256677
685	0.2732081921
686	0.2731235323
687	0.2730230903
688	0.2728878458
689	0.2728286335
690	0.2727791322
691	0.2726762313
692	0.2725957711
693	0.2724803168
694	0.2724082773
695	0.2722674029
696	0.2722069824
697	0.2721485675
698	0.2720723801
699	0.2720259464
700	0.2720043455
701	0.2718771077
702	0.2717691246
703	0.2717459534
704	0.271702639
705	0.2716454383
706	0.2716000819
707	0.271478462
708	0.2713362911
709	0.2712445619
710	0.2712091051
711	0.2711173667
712	0.2710346394
713	0.2709403751
714	0.2708087551
715	0.2706855984
716	0.2705857833
717	0.2704987041
718	0.2704485789
719	0.2703886667
720	0.2703018645
721	0.2702217422
722	0.2701462395
723	0.2700539746
724	0.2699402428
725	0.2698928504
726	0.2698277921
727	0.2697622925
728	0.2697061205
729	0.2696457031
730	0.2695324977
731	0.2694698192
732	0.2694267361
733	0.2693642585
734	0.2692731561
735	0.2691576653
736	0.2691435721
737	0.269051009
738	0.2689857529
739	0.268880679
740	0.2687943728
741	0.2686894755
742	0.2686316875
743	0.2685604027
744	0.2684913669
745	0.2684241357
746	0.2683283559
747	0.2682650109
748	0.2681850651
749	0.2680931107
750	0.2680155751
751	0.2679567767
752	0.2678667547
753	0.2678027067
754	0.2677431202
755	0.2676951983
756	0.2676261686
757	0.2675802766
758	0.2674835321
759	0.2674171682
760	0.2673290117
761	0.2672772676
762	0.2671912322
763	0.2671381764
764	0.2670314653
765	0.2669327397
766	0.2668548298
767	0.2667852462
768	0.2667041044
769	0.2666278013
770	0.2665645263
771	0.266504678
772	0.2664074223
773	0.2663009181
774	0.2662391769
775	0.2661099459
776	0.2660545194
777	0.2660071636
778	0.2659087027
779	0.2658400625
780	0.2657848704
781	0.2657178765
782	0.2656267499
783	0.2655671085
784	0.2654887086
785	0.2654180842
786	0.2653438019
787	0.2652333111
788	0.2651474036
789	0.2651012681
790	0.2650315871
791	0.2649291
792	0.2648111442
793	0.2647027106
794	0.2646060909
795	0.2645420703
796	0.2644424712
797	0.2643766734
798	0.2642930179
799	0.2642365871
800	0.2641861211
801	0.264132408
802	0.2640665372
803	0.2640192453
804	0.2639938708
805	0.2638835047
806	0.2638124025
807	0.2637398913
808	0.2636510045
809	0.2635778451
810	0.2635152487
811	0.2634649166
812	0.2634062583
813	0.2633338688
814	0.2633027943
815	0.2632323525
816	0.2631615911
817	0.2630722356
818	0.2630070221
819	0.2629331993
820	0.2628598329
821	0.2628181497
822	0.2626999869
823	0.2626159327
824	0.2625385371
825	0.2624469387
826	0.2623862809
827	0.2622918189
828	0.2622228835
829	0.2621583486
830	0.2621194347
831	0.2620473252
832	0.2619453311
833	0.2618616908
834	0.2617806768
835	0.2617284184
836	0.261622532
837	0.2615389404
838	0.2614954829
839	0.2614224087
840	0.2613345718
841	0.2612458888
842	0.2612114485
843	0.2611117003
844	0.2610539701
845	0.2610317758
846	0.2609998918
847	0.2609274993
848	0.2608393946
849	0.2608195861
850	0.2607609612
851	0.2606832126
852	0.260637065
853	0.260575126
854	0.2605080896
855	0.2604010467
856	0.2603413537
857	0.2602821323
858	0.260196523
859	0.2601591916
860	0.2601203873
861	0.2600565767
862	0.2600046043
863	0.2599032797
864	0.259846426
865	0.2597870981
866	0.2596924838
867	0.2596106908
868	0.2595610708
869	0.2594972937
870	0.2594403304
871	0.2593465652
872	0.2592860778
873	0.2592141692
874	0.2591394912
875	0.2591053978
876	0.2590252451
877	0.2590020617
878	0.2589399157
879	0.2588702226
880	0.2588107212
881	0.2587243359
882	0.2586351386
883	0.2585989728
884	0.2585301774
885	0.258433156
886	0.2583424523
887	0.2582910733
888	0.2582244569
889	0.2581829167
890	0.2581214281
891	0.2580797479
892	0.2580370483
893	0.2579906206
894	0.2579173699
895	0.2578612953
896	0.2578106315
897	0.2577311421
898	0.2576729463
899	0.257614787
900	0.2575216366
901	0.2574752607
902	0.2574242226
903	0.2573897883
904	0.2573343132
905	0.2572711082
906	0.2571978453
907	0.2571264144
908	0.2570692107
909	0.2569901292
910	0.2569376638
911	0.256861592
912	0.2567690319
913	0.2566803855
914	0.2566256985
915	0.2565308621
916	0.256453783
917	0.256426896
918	0.2563233134
919	0.2562183826
920	0.2561435281
921	0.2560540691
922	0.2560296198
923	0.2559977114
924	0.2559243785
925	0.2558638912
926	0.2557910909
927	0.255711495
928	0.2556595652
929	0.2555989318
930	0.2555210645
931	0.2554522843
932	0.2553867603
933	0.2553339602
934	0.255241318
935	0.2551646406
936	0.2550836661
937	0.255037275
938	0.2549927799
939	0.2549350466
940	0.2548695835
941	0.2548088953
942	0.254758475
943	0.2546891014
944	0.2546380358
945	0.2545588447
946	0.2544953263
947	0.2544468597
948	0.2544011199
949	0.2543490166
950	0.254281125
951	0.2542143321
952	0.2541624479
953	0.2540875843
954	0.2539975136
955	0.2539511682
956	0.2538617822
957	0.2538149042
958	0.2537771802
959	0.2537116563
960	0.2536396442
961	0.2535542966
962	0.2535174948
963	0.2534708663
964	0.2533950532
965	0.2533279072
966	0.2532676481
967	0.2531870449
968	0.2531443726
969	0.2530711645
970	0.2530073326
971	0.252955762
972	0.2528957158
973	0.2528362236
974	0.2527674404
975	0.2527225526
976	0.2526584438
977	0.2525729045
978	0.2525371982
979	0.2524313788
980	0.2523569777
981	0.2522991775
982	0.2522471778
983	0.252170266
984	0.2521487777
985	0.2521006885
986	0.252028436
987	0.2519884387
988	0.2519561865
989	0.2519060431
990	0.2518477103
991	0.2518127983
992	0.2517508897
993	0.2516823104
994	0.2515920571
995	0.2515387488
996	0.2514545728
997	0.2513843958
998	0.251327399
999	0.2512660078
